,estacion_origen,estacion_destino,duracion_recorrido,latitud_origen,longitud_origen,latitud_destino,longitud_destino,distancia_de_viaje
223,261  -  QUINTEROS LIDORO,058  -  MINISTRO CARRANZA,1110,-34.5523,-58.4509,-34.5749,-58.4353,2.890627352923313
224,089  -  CABELLO,069  -  ECUADOR,608,-34.5825,-58.4054,-34.5958,-58.4046,1.4807045917686348
225,174  -  MINISTERIO DE EDUCACION,333  -  PARQUE DE LA ESTACION,1072,-34.5972,-58.3918,-34.608,-58.4118,2.189282177717507
226,025  -  PLAZA GUEMES,292  -  PLAZA BOLIVIA,1603,-34.5898,-58.4166,-34.5635,-58.4367,3.455251087661624
227,111  -  MACACHA GUEMES,003  -  ADUANA,279,-34.6048,-58.3639,-34.6112,-58.3696,0.8823685024798281
228,023  -  SUIPACHA,009  -  PARQUE LAS HERAS,1282,-34.6001,-58.3797,-34.5855,-58.4077,3.0339185028373334
229,117  -  HUMBERTO 1°,163  -  ONCE II,1587,-34.6199,-58.3742,-34.6088,-58.4061,3.1694590208300464
230,056  -  PLAZA PALERMO VIEJO,182  -  RAVIGNANI Y GUATEMALA,558,-34.5887,-58.4262,-34.5781,-58.4351,1.4328641493440417
231,146  -  HOSPITAL FRANCES,146  -  HOSPITAL FRANCES,1065,-34.6222,-58.4077,-34.6222,-58.4077,0.0
232,086  -  SAAVEDRA,114  -  DELLA PAOLERA,1437,-34.6213,-58.4018,-34.5949,-58.3724,3.9821073035316052
233,262  -  HOLMBERG,285  -  ESPINOSA,1890,-34.5667,-58.4791,-34.604,-58.4572,4.606699961435642
234,183  -  VIRREY CEVALLOS,022  -  ARENALES,1572,-34.6156,-58.3897,-34.5943,-58.3828,2.451197455162895
235,091  -  PASCO,033  -  FACULTAD DE MEDICINA,767,-34.6174,-58.3976,-34.5972,-58.3988,2.2488208475656424
236,023  -  SUIPACHA,025  -  PLAZA GUEMES,1667,-34.6001,-58.3797,-34.5898,-58.4166,3.5665081797075358
237,029  -  PARQUE CENTENARIO,146  -  HOSPITAL FRANCES,1128,-34.608,-58.4333,-34.6222,-58.4077,2.825138946726536
238,008  -  CONGRESO,030  -  PENA,974,-34.6101,-58.3891,-34.5906,-58.3974,2.297531156659459
239,015  -  AMENABAR,160  -  GODOY CRUZ Y LIBERTADOR,1058,-34.5719,-58.4475,-34.5728,-58.4207,2.455822388562139
240,070  -  ARAOZ,264  -  PLAZA MARCOS SASTRE,1515,-34.5927,-58.4258,-34.5711,-58.4809,5.586939829873736
242,360  -  PLAZA RAMON FALCON,352  -  SAN JOSE DE FLORES,835,-34.6354,-58.4827,-34.6289,-58.4627,1.967432408609756
243,289  -  MONTANESES,106  -  MOSCONI Y CONSTITUYENTES,1523,-34.5514,-58.4541,-34.5809,-58.4936,4.882792278184833
244,384  -  PLAZA BENITO NAZAR,111  -  MACACHA GUEMES,2964,-34.6048,-58.4463,-34.6048,-58.3639,7.541519552149123
245,205  -  SAN MARTIN,345  -  PLAZA MAFALDA,1242,-34.6057,-58.4532,-34.5809,-58.4446,2.8677944162008373
247,002  -  RETIRO I,130  -  RETIRO II,3128,-34.5927,-58.3751,-34.5927,-58.375,0.00915366321649857
248,280  -  JURAMENTO,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,2489,-34.579,-58.4841,-34.597,-58.4076,7.283359204546017
249,083  -  PARANA,112  -  9 DE JULIO,642,-34.6031,-58.3893,-34.6121,-58.3805,1.284578822163687
250,018  -  INDEPENDENCIA,152  -  JULIETA LANTERI,611,-34.6176,-58.3803,-34.6181,-58.36,1.8584627298506793
251,124  -  UGARTECHE,017  -  PLAZA ALMAGRO,1168,-34.5807,-58.4125,-34.6064,-58.4185,2.9100069481713113
252,010  -  MADERO UCA,163  -  ONCE II,1777,-34.617,-58.3658,-34.6088,-58.4061,3.7990702430710472
253,150  -  RODRIGO BUENO,041  -  PARQUE PATRICIOS II,1545,-34.6192,-58.3556,-34.6374,-58.4057,5.010866789214246
254,183  -  VIRREY CEVALLOS,117  -  HUMBERTO 1°,942,-34.6156,-58.3897,-34.6199,-58.3742,1.4968119097758992
255,396  -  PLAZA ALBERTI,290  -  CLUB EXCURSIONISTAS,673,-34.55571,-58.45789,-34.5581,-58.4433,1.3622683415206602
256,014  -  PACIFICO,001  -  FACULTAD DE DERECHO,3068,-34.5782,-58.4266,-34.5842,-58.3905,3.371598418994396
257,030  -  PENA,171  -  PASTEUR,446,-34.5906,-58.3974,-34.603,-58.3996,1.3934441889711005
258,223  -  GAINZA,219  -  PARQUE CHACABUCO II,1020,-34.6168,-58.4467,-34.6363,-58.4439,2.183384297482082
259,030  -  PENA,189  -  POSADAS,681,-34.5906,-58.3974,-34.5885,-58.3855,1.1140737906927562
260,275  -  PLAZA 24 DE SEPTIEMBRE,136  -  ACEVEDO,558,-34.6071,-58.4485,-34.5998,-58.4428,0.9649124114577565
262,140  -  LAS CASAS,017  -  PLAZA ALMAGRO,987,-34.6359,-58.4157,-34.6064,-58.4185,3.2902413696297237
263,104  -  FEDERICO LACROZE,121  -  YATAY,1530,-34.5876,-58.4551,-34.6008,-58.4283,2.8587131562459684
264,255  -  BARRANCAS DE BELGRANO,050  -  HOSPITAL RIVADAVIA,2658,-34.5599,-58.4482,-34.5836,-58.4012,5.046122734577886
265,093  -  CARLOS CALVO,008  -  CONGRESO,424,-34.6207,-58.3944,-34.6101,-58.3891,1.2745549293999736
266,183  -  VIRREY CEVALLOS,152  -  JULIETA LANTERI,982,-34.6156,-58.3897,-34.6181,-58.36,2.7320270198183656
267,056  -  PLAZA PALERMO VIEJO,194  -  PERON Y ACUNA DE FIGUEROA,1079,-34.5887,-58.4262,-34.606,-58.4227,1.950165520875002
269,316  -  BUENOS AIRES,092  -  SALCEDO,734,-34.6459,-58.3968,-34.6318,-58.4049,1.7341514025312823
270,045  -  URUGUAY,013  -  ONCE,1699,-34.6022,-58.3866,-34.6101,-58.4066,2.0303086865361646
271,083  -  PARANA,016  -  LEGISLATURA,923,-34.6031,-58.3893,-34.6099,-58.375,1.5114790762278163
272,005  -  PLAZA ITALIA,044  -  ECOPARQUE,247,-34.5808,-58.4204,-34.5758,-58.4143,0.7880334901238665
273,091  -  PASCO,118  -  MEXICO,395,-34.6174,-58.3976,-34.6168,-58.4027,0.47144430757231837
274,288  -  SECRETARIA DE DEPORTES,288  -  SECRETARIA DE DEPORTES,72,-34.5472,-58.4564,-34.5472,-58.4564,0.0
275,120  -  HOSPITAL RAMOS MEJIA,036  -  MAIPU,1314,-34.6175,-58.4092,-34.6046,-58.3766,3.310351787047416
278,259  -  PLAZA CASTELLI,336  -  LA PAMPA,385,-34.5679,-58.4642,-34.5656,-58.4555,0.8366638772593844
279,396  -  PLAZA ALBERTI,249  -  BALBIN,380,-34.55571,-58.45789,-34.5614,-58.4657,0.9548883633656771
280,006  -  PARQUE LEZAMA,373  -  JORGELINA DE SIMONE,923,-34.6282,-58.3694,-34.624,-58.3906,1.9952231277677601
281,114  -  DELLA PAOLERA,026  -  JUANA MANSO I,392,-34.5949,-58.3724,-34.6009,-58.3638,1.0318648910259365
282,007  -  OBELISCO,111  -  MACACHA GUEMES,624,-34.6058,-58.3807,-34.6048,-58.3639,1.5415976040204145
283,276  -  PRIMERA JUNTA,221  -  CULPINA,1634,-34.6204,-58.4412,-34.6316,-58.4663,2.612579547322
284,111  -  MACACHA GUEMES,092  -  SALCEDO,2391,-34.6048,-58.3639,-34.6318,-58.4049,4.805197587972113
285,174  -  MINISTERIO DE EDUCACION,069  -  ECUADOR,511,-34.5972,-58.3918,-34.5958,-58.4046,1.1819122013634407
286,172  -  BRASIL,126  -  MINISTERIO DE JUSTICIA Y SEGURIDAD,535,-34.6254,-58.3711,-34.6401,-58.3693,1.6428407561006118
288,200  -  AUSTRIA Y FRENCH,054  -  ACUNA DE FIGUEROA,972,-34.5883,-58.4043,-34.5982,-58.4219,1.9512193397109898
289,060  -  25 DE MAYO,060  -  25 DE MAYO,1169,-34.6015,-58.3712,-34.6015,-58.3712,0.0
290,065  -  JULIAN ALVAREZ,335  -  GENERAL URQUIZA,9142,-34.5873,-58.416,-34.5713,-58.4119,1.8182847584225734
291,160  -  GODOY CRUZ Y LIBERTADOR,014  -  PACIFICO,589,-34.5728,-58.4207,-34.5782,-58.4266,0.8076728992258282
292,093  -  CARLOS CALVO,018  -  INDEPENDENCIA,1322,-34.6207,-58.3944,-34.6176,-58.3803,1.3355074604382324
293,260  -  SAN MIGUEL DE GARICOITS,158  -  VILLARROEL,737,-34.5772,-58.4576,-34.5925,-58.4452,2.045226953756645
294,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,074  -  INSTITUTO LELOIR,789,-34.597,-58.4076,-34.6046,-58.4348,2.6290758441559703
295,009  -  PARQUE LAS HERAS,082  -  HOSPITAL ITALIANO,1370,-34.5855,-58.4077,-34.6074,-58.4262,2.9660556149700428
296,065  -  JULIAN ALVAREZ,070  -  ARAOZ,313,-34.5873,-58.416,-34.5927,-58.4258,1.0794954716006946
297,082  -  HOSPITAL ITALIANO,162  -  LARREA Y BARTOLOME MITRE,810,-34.6074,-58.4262,-34.609,-58.4019,2.231030114272514
298,187  -  JOSE MARIA MORENO,120  -  HOSPITAL RAMOS MEJIA,685,-34.6202,-58.4356,-34.6175,-58.4092,2.4343901322142005
300,151  -  AIME PAINE,064  -  RIOBAMBA,3493,-34.612,-58.3615,-34.594,-58.3945,3.6233211332858466
301,347  -  CARABOBO,074  -  INSTITUTO LELOIR,981,-34.626,-58.4553,-34.6046,-58.4348,3.030131982950178
302,113  -  GUATEMALA,190  -  JUNCAL,462,-34.5857,-58.4251,-34.5852,-58.411,1.2919759497750507
304,239  -  AVENIDA CRAMER,281  -  VILLA URQUIZA,1252,-34.558,-58.4673,-34.5736,-58.4873,2.52244542090277
305,258  -  PLAZA J.J. PASO,261  -  QUINTEROS LIDORO,735,-34.5691,-58.4538,-34.5523,-58.4509,1.886855750104094
306,169  -  FACULTAD DE PSICOLOGIA,388  -  PLAZA JOSE C PAZ,1005,-34.6118,-58.4117,-34.64503,-58.40973,3.699401261903737
307,039  -  PLAZA DON BOSCO,279  -  PLAZA MONTE CASTRO,450,-34.6265,-58.5081,-34.6181,-58.4985,1.2822168127655145
308,181  -  BILLINGHURST Y MANSILLA,383  -  BOEDO Y VENEZUELA,1013,-34.5926,-58.412,-34.6171,-58.4169,2.7609414985612197
309,117  -  HUMBERTO 1°,079  -  AZUCENA VILLAFLOR,1916,-34.6199,-58.3742,-34.612,-58.3639,1.2884418518678538
310,075  -  PLAZA PRIMERO DE MAYO,091  -  PASCO,379,-34.6123,-58.3989,-34.6174,-58.3976,0.5794382017265346
311,023  -  SUIPACHA,174  -  MINISTERIO DE EDUCACION,533,-34.6001,-58.3797,-34.5972,-58.3918,1.153503765406622
312,076  -  AYACUCHO,117  -  HUMBERTO 1°,1364,-34.607,-58.395,-34.6199,-58.3742,2.383443952073756
313,063  -  RECONQUISTA,162  -  LARREA Y BARTOLOME MITRE,1235,-34.5985,-58.3728,-34.609,-58.4019,2.908033794182035
314,171  -  PASTEUR,001  -  FACULTAD DE DERECHO,841,-34.603,-58.3996,-34.5842,-58.3905,2.2503085450199514
315,391  -  PLAZA REPUBLICA DE ECUADOR,058  -  MINISTRO CARRANZA,908,-34.56553,-58.41986,-34.5749,-58.4353,1.7561658688157005
316,194  -  PERON Y ACUNA DE FIGUEROA,054  -  ACUNA DE FIGUEROA,319,-34.606,-58.4227,-34.5982,-58.4219,0.8704056767606299
317,261  -  QUINTEROS LIDORO,261  -  QUINTEROS LIDORO,6171,-34.5523,-58.4509,-34.5523,-58.4509,0.0
319,370  -  BEAUCHEF,017  -  PLAZA ALMAGRO,1976,-34.6401,-58.4304,-34.6064,-58.4185,3.9022680681595983
320,186  -  MANZANA 66,093  -  CARLOS CALVO,721,-34.6135,-58.4061,-34.6207,-58.3944,1.3368946146711267
321,069  -  ECUADOR,144  -  PUEYRREDON,330,-34.5958,-58.4046,-34.6021,-58.4061,0.7138552681538013
323,041  -  PARQUE PATRICIOS II,041  -  PARQUE PATRICIOS II,1592,-34.6374,-58.4057,-34.6374,-58.4057,0.0
324,085  -  AGUERO,136  -  ACEVEDO,1396,-34.5945,-58.4089,-34.5998,-58.4428,3.1583952763375005
325,022  -  ARENALES,030  -  PENA,737,-34.5943,-58.3828,-34.5906,-58.3974,1.3983333741717028
326,036  -  MAIPU,138  -  HOSPITAL BRITANICO,1091,-34.6046,-58.3766,-34.6354,-58.3876,3.5696593279473112
327,086  -  SAAVEDRA,147  -  CONSTITUCION,964,-34.6213,-58.4018,-34.6261,-58.3793,2.1268646881126902
328,135  -  MARCELO T. DE ALVEAR,023  -  SUIPACHA,1967,-34.5975,-58.3784,-34.6001,-58.3797,0.3126357330891587
329,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,025  -  PLAZA GUEMES,1361,-34.597,-58.4076,-34.5898,-58.4166,1.1487601300377766
330,038  -  PLAZA LIBERTAD,069  -  ECUADOR,451,-34.5971,-58.3827,-34.5958,-58.4046,2.0097670241692884
333,160  -  GODOY CRUZ Y LIBERTADOR,160  -  GODOY CRUZ Y LIBERTADOR,3504,-34.5728,-58.4207,-34.5728,-58.4207,0.0
334,152  -  JULIETA LANTERI,003  -  ADUANA,446,-34.6181,-58.36,-34.6112,-58.3696,1.1663881275106318
335,136  -  ACEVEDO,027  -  MONTEVIDEO,1638,-34.5998,-58.4428,-34.5994,-58.3897,4.860394895307198
336,065  -  JULIAN ALVAREZ,116  -  HOSPITAL ALEMAN,592,-34.5873,-58.416,-34.5921,-58.4028,1.320957341924561
337,325  -  MEDRANO,029  -  PARQUE CENTENARIO,614,-34.6094,-58.4215,-34.608,-58.4333,1.0910867578843195
338,066  -  BILLINGHURST,376  -  PASEO DE LA COSTANERA,3357,-34.5947,-58.4139,-34.5503,-58.4297,5.144632995858103
339,289  -  MONTANESES,064  -  RIOBAMBA,3038,-34.5514,-58.4541,-34.594,-58.3945,7.226061964542878
340,071  -  CERRITO,162  -  LARREA Y BARTOLOME MITRE,651,-34.6026,-58.3838,-34.609,-58.4019,1.802943670873199
341,147  -  CONSTITUCION,179  -  CASA SAN,820,-34.6261,-58.3793,-34.6385,-58.3643,1.9454057894044674
342,255  -  BARRANCAS DE BELGRANO,292  -  PLAZA BOLIVIA,353,-34.5599,-58.4482,-34.5635,-58.4367,1.1265811494459703
343,128  -  PARQUE DEL BAJO,151  -  AIME PAINE,371,-34.6052,-58.368,-34.612,-58.3615,0.9620816501651785
344,346  -  PLAZA ZAPIOLA,282  -  TRONADOR,585,-34.5737,-58.4743,-34.5841,-58.4663,1.3688517852329454
345,187  -  JOSE MARIA MORENO,074  -  INSTITUTO LELOIR,479,-34.6202,-58.4356,-34.6046,-58.4348,1.7361851530588515
346,182  -  RAVIGNANI Y GUATEMALA,100  -  PLAZA GURRUCHAGA,844,-34.5781,-58.4351,-34.5931,-58.4351,1.6679238996682773
347,130  -  RETIRO II,051  -  TUCUMAN,2347,-34.5927,-58.375,-34.6014,-58.3819,1.155307328523232
348,219  -  PARQUE CHACABUCO II,029  -  PARQUE CENTENARIO,2124,-34.6363,-58.4439,-34.608,-58.4333,3.292908341248675
350,171  -  PASTEUR,174  -  MINISTERIO DE EDUCACION,607,-34.603,-58.3996,-34.5972,-58.3918,0.9620916012199701
351,103  -  MALBA,189  -  POSADAS,762,-34.5771,-58.403,-34.5885,-58.3855,2.0429225220128027
352,215  -  HOSPITAL ALVAREZ,350  -  PLAZA IRLANDA,633,-34.6231,-58.4684,-34.6131,-58.4572,1.5122316217155367
354,073  -  RUY DIAZ DE GUZMAN,073  -  RUY DIAZ DE GUZMAN,2283,-34.6305,-58.3716,-34.6305,-58.3716,0.0
356,391  -  PLAZA REPUBLICA DE ECUADOR,005  -  PLAZA ITALIA,920,-34.56553,-58.41986,-34.5808,-58.4204,1.6986662033546442
357,024  -  ALSINA,325  -  MEDRANO,1189,-34.6108,-58.3806,-34.6094,-58.4215,3.7462997304807675
358,156  -  PLAZA ALEMANIA,187  -  JOSE MARIA MORENO,2348,-34.5778,-58.4073,-34.6202,-58.4356,5.3793742864761285
359,371  -  PASEO DE LAS AMERICAS,288  -  SECRETARIA DE DEPORTES,937,-34.553,-58.4352,-34.5472,-58.4564,2.0458821867511974
360,051  -  TUCUMAN,008  -  CONGRESO,517,-34.6014,-58.3819,-34.6101,-58.3891,1.1705055771185096
362,013  -  ONCE,186  -  MANZANA 66,191,-34.6101,-58.4066,-34.6135,-58.4061,0.3808217678040171
363,140  -  LAS CASAS,021  -  PARQUE PATRICIOS,945,-34.6359,-58.4157,-34.6403,-58.4065,0.9735463401263602
364,144  -  PUEYRREDON,051  -  TUCUMAN,797,-34.6021,-58.4061,-34.6014,-58.3819,2.2163123773301447
365,111  -  MACACHA GUEMES,150  -  RODRIGO BUENO,535,-34.6048,-58.3639,-34.6192,-58.3556,1.7722363420254634
366,018  -  INDEPENDENCIA,164  -  FACULTAD DE INGENIERIA,572,-34.6176,-58.3803,-34.6173,-58.3669,1.2266789980573423
367,073  -  RUY DIAZ DE GUZMAN,179  -  CASA SAN,551,-34.6305,-58.3716,-34.6385,-58.3643,1.1123762916520106
368,029  -  PARQUE CENTENARIO,099  -  MALABIA,706,-34.608,-58.4333,-34.5963,-58.4357,1.3193947212048907
369,168  -  ESTADOS UNIDOS,171  -  PASTEUR,1361,-34.6185,-58.3815,-34.603,-58.3996,2.3904732474389063
370,032  -  CATEDRAL,007  -  OBELISCO,348,-34.6072,-58.3735,-34.6058,-58.3807,0.6770928751033793
371,333  -  PARQUE DE LA ESTACION,165  -  PLAZA MONSENOR MIGUEL DE ANDREA,1008,-34.608,-58.4118,-34.597,-58.4076,1.2821277665128863
372,017  -  PLAZA ALMAGRO,074  -  INSTITUTO LELOIR,552,-34.6064,-58.4185,-34.6046,-58.4348,1.5051839993968836
373,248  -  HUSARES,014  -  PACIFICO,934,-34.5524,-58.443,-34.5782,-58.4266,3.238096718010671
374,085  -  AGUERO,325  -  MEDRANO,878,-34.5945,-58.4089,-34.6094,-58.4215,2.0186499156385707
375,314  -  ALLENDE,207  -  PLAZA ARENALES,2153,-34.6147,-58.5116,-34.6001,-58.5117,1.623471725751875
376,164  -  FACULTAD DE INGENIERIA,006  -  PARQUE LEZAMA,697,-34.6173,-58.3669,-34.6282,-58.3694,1.2334238732178167
377,281  -  VILLA URQUIZA,249  -  BALBIN,1028,-34.5736,-58.4873,-34.5614,-58.4657,2.3983245355882596
378,152  -  JULIETA LANTERI,111  -  MACACHA GUEMES,536,-34.6181,-58.36,-34.6048,-58.3639,1.521351198684581
379,010  -  MADERO UCA,150  -  RODRIGO BUENO,668,-34.617,-58.3658,-34.6192,-58.3556,0.9649127454555292
380,129  -  VELASCO,167  -  HIPOLITO YRIGOYEN,1169,-34.6002,-58.4349,-34.615,-58.4273,1.7866375278189475
381,066  -  BILLINGHURST,194  -  PERON Y ACUNA DE FIGUEROA,717,-34.5947,-58.4139,-34.606,-58.4227,1.4924964755396999
382,001  -  FACULTAD DE DERECHO,168  -  ESTADOS UNIDOS,2258,-34.5842,-58.3905,-34.6185,-58.3815,3.9019281200339155
383,383  -  BOEDO Y VENEZUELA,167  -  HIPOLITO YRIGOYEN,447,-34.6171,-58.4169,-34.615,-58.4273,0.979941260754668
384,181  -  BILLINGHURST Y MANSILLA,163  -  ONCE II,816,-34.5926,-58.412,-34.6088,-58.4061,1.8805598126454819
385,181  -  BILLINGHURST Y MANSILLA,113  -  GUATEMALA,569,-34.5926,-58.412,-34.5857,-58.4251,1.42362222189901
386,264  -  PLAZA MARCOS SASTRE,084  -  TEATRO PICADERO,3057,-34.5711,-58.4809,-34.6042,-58.3937,8.790132769588249
387,393  -  BARRIO 31,200  -  AUSTRIA Y FRENCH,1581,-34.58309,-58.37782,-34.5883,-58.4043,2.492358649225479
388,350  -  PLAZA IRLANDA,266  -  PLAZA SABATTINI,927,-34.6131,-58.4572,-34.6124,-58.4433,1.2744312045578765
389,061  -  MINISTERIO DE ECONOMIA,220  -  PLAZA FELIX LIMA,2834,-34.6088,-58.3707,-34.5418,-58.4704,11.782436779357223
390,063  -  RECONQUISTA,128  -  PARQUE DEL BAJO,479,-34.5985,-58.3728,-34.6052,-58.368,0.8648945304767542
391,233  -  MONROE,295  -  SUPERI,437,-34.5641,-58.4698,-34.5554,-58.4767,1.1554623185485582
392,302  -  ESTACION VILLA LURO,028  -  PLAZA DE LA BANDERA,339,-34.637,-58.5014,-34.6295,-58.4944,1.051503887417879
393,014  -  PACIFICO,381  -  MATIENZO Y ARCE,302,-34.5782,-58.4266,-34.5688,-58.4343,1.260765013304979
394,122  -  COSTA RICA,014  -  PACIFICO,545,-34.5916,-58.4204,-34.5782,-58.4266,1.5944539239518556
395,186  -  MANZANA 66,008  -  CONGRESO,676,-34.6135,-58.4061,-34.6101,-58.3891,1.6010421158251502
396,085  -  AGUERO,122  -  COSTA RICA,416,-34.5945,-58.4089,-34.5916,-58.4204,1.100950191891474
397,285  -  ESPINOSA,274  -  GAVILAN,2145,-34.604,-58.4572,-34.615,-58.4666,1.4953751067594276
398,156  -  PLAZA ALEMANIA,001  -  FACULTAD DE DERECHO,1012,-34.5778,-58.4073,-34.5842,-58.3905,1.69469304370686
399,232  -  SUCRE Y MARTINEZ,220  -  PLAZA FELIX LIMA,1301,-34.5705,-58.4662,-34.5418,-58.4704,3.214388696882497
400,367  -  EVA PERON,353  -  PLAZA VELEZ SARSFIELD,1391,-34.6473,-58.47,-34.6295,-58.4837,2.3427385357109083
401,146  -  HOSPITAL FRANCES,033  -  FACULTAD DE MEDICINA,963,-34.6222,-58.4077,-34.5972,-58.3988,2.896743027734671
402,137  -  AZOPARDO Y CHILE,009  -  PARQUE LAS HERAS,1581,-34.6157,-58.3676,-34.5855,-58.4077,4.974698666984404
403,079  -  AZUCENA VILLAFLOR,010  -  MADERO UCA,2656,-34.612,-58.3639,-34.617,-58.3658,0.5825289208312311
404,015  -  AMENABAR,124  -  UGARTECHE,1589,-34.5719,-58.4475,-34.5807,-58.4125,3.3504871355426844
405,279  -  PLAZA MONTE CASTRO,269  -  PLAZA DE LA MISERICORDIA,1329,-34.6181,-58.4985,-34.6328,-58.4551,4.294371018769825
406,247  -  PLAZA LUCIO DEMARE,249  -  BALBIN,952,-34.5457,-58.4651,-34.5614,-58.4657,1.7466248766542483
407,188  -  ARANGUREN,080  -  VALLE,620,-34.6104,-58.4328,-34.6244,-58.4342,1.5619917029645434
408,144  -  PUEYRREDON,132  -  CORRIENTES,1017,-34.6021,-58.4061,-34.6031,-58.3725,3.077273898229279
409,067  -  PARQUE SARMIENTO I,147  -  CONSTITUCION,4559,-34.5553,-58.4948,-34.6261,-58.3793,13.181825870513688
411,061  -  MINISTERIO DE ECONOMIA,108  -  USINA DEL ARTE,804,-34.6088,-58.3707,-34.6289,-58.3562,2.5992059554428915
412,065  -  JULIAN ALVAREZ,054  -  ACUNA DE FIGUEROA,578,-34.5873,-58.416,-34.5982,-58.4219,1.3269042714488997
413,013  -  ONCE,383  -  BOEDO Y VENEZUELA,424,-34.6101,-58.4066,-34.6171,-58.4169,1.2224268037993788
414,136  -  ACEVEDO,208  -  NICASIO ORONO,782,-34.5998,-58.4428,-34.5964,-58.4594,1.5657382021038475
415,015  -  AMENABAR,100  -  PLAZA GURRUCHAGA,1090,-34.5719,-58.4475,-34.5931,-58.4351,2.6164251718941958
416,151  -  AIME PAINE,003  -  ADUANA,173,-34.612,-58.3615,-34.6112,-58.3696,0.746596434461686
417,030  -  PENA,344  -  UNIVERSIDAD DI TELLA,3439,-34.5906,-58.3974,-34.5481,-58.4476,6.5924354124796904
419,086  -  SAAVEDRA,144  -  PUEYRREDON,1050,-34.6213,-58.4018,-34.6021,-58.4061,2.1709066933327756
420,190  -  JUNCAL,390  -  DE LOS OMBUES,1000,-34.5852,-58.411,-34.56,-58.428,3.2053895225050866
421,353  -  PLAZA VELEZ SARSFIELD,365  -  VENANCIO FLORES,357,-34.6295,-58.4837,-34.6294,-58.472,1.0705623682793568
422,371  -  PASEO DE LAS AMERICAS,344  -  UNIVERSIDAD DI TELLA,360,-34.553,-58.4352,-34.5481,-58.4476,1.2595722226665682
423,066  -  BILLINGHURST,161  -  HUMAHUACA,405,-34.5947,-58.4139,-34.6021,-58.4195,0.9694316272150759
424,378  -  AGRONOMIA,121  -  YATAY,1604,-34.5983,-58.4819,-34.6008,-58.4283,4.9138283586787725
425,004  -  PLAZA ROMA,288  -  SECRETARIA DE DEPORTES,2656,-34.6018,-58.3691,-34.5472,-58.4564,10.037250509787194
426,350  -  PLAZA IRLANDA,285  -  ESPINOSA,1007,-34.6131,-58.4572,-34.604,-58.4572,1.0118738324658176
427,174  -  MINISTERIO DE EDUCACION,171  -  PASTEUR,510,-34.5972,-58.3918,-34.603,-58.3996,0.9620916012199701
428,147  -  CONSTITUCION,071  -  CERRITO,904,-34.6261,-58.3793,-34.6026,-58.3838,2.6453310812701574
429,181  -  BILLINGHURST Y MANSILLA,187  -  JOSE MARIA MORENO,1276,-34.5926,-58.412,-34.6202,-58.4356,3.752844434829954
430,015  -  AMENABAR,256  -  PLAZA NORUEGA,582,-34.5719,-58.4475,-34.5622,-58.4594,1.5331778963653004
431,014  -  PACIFICO,160  -  GODOY CRUZ Y LIBERTADOR,513,-34.5782,-58.4266,-34.5728,-58.4207,0.8076728992258282
432,379  -  PARQUE SARMIENTO II,379  -  PARQUE SARMIENTO II,3420,-34.5645,-58.5029,-34.5645,-58.5029,0.0
434,008  -  CONGRESO,168  -  ESTADOS UNIDOS,524,-34.6101,-58.3891,-34.6185,-58.3815,1.1645353480025917
436,187  -  JOSE MARIA MORENO,199  -  ESTADOS UNIDOS Y BOEDO,921,-34.6202,-58.4356,-34.6224,-58.4158,1.8282414147749564
437,147  -  CONSTITUCION,152  -  JULIETA LANTERI,616,-34.6261,-58.3793,-34.6181,-58.36,1.9774183785799115
438,016  -  LEGISLATURA,073  -  RUY DIAZ DE GUZMAN,1014,-34.6099,-58.375,-34.6305,-58.3716,2.311647875194883
439,079  -  AZUCENA VILLAFLOR,237  -  MADERO OFFICE,336,-34.612,-58.3639,-34.5991,-58.3645,1.4354652912836787
440,169  -  FACULTAD DE PSICOLOGIA,199  -  ESTADOS UNIDOS Y BOEDO,516,-34.6118,-58.4117,-34.6224,-58.4158,1.2369403978018338
441,118  -  MEXICO,118  -  MEXICO,89,-34.6168,-58.4027,-34.6168,-58.4027,0.0
442,264  -  PLAZA MARCOS SASTRE,346  -  PLAZA ZAPIOLA,248,-34.5711,-58.4809,-34.5737,-58.4743,0.6698868359255735
443,272  -  PLAZA BRUNO GIORDANO,158  -  VILLARROEL,1194,-34.6159,-58.4407,-34.5925,-58.4452,2.6343555903767393
444,112  -  9 DE JULIO,083  -  PARANA,442,-34.6121,-58.3805,-34.6031,-58.3893,1.284578822163687
445,173  -  EL LIBERTADOR,224  -  BAIGORRIA,783,-34.5944,-58.5032,-34.6106,-58.5029,1.801567066078697
446,056  -  PLAZA PALERMO VIEJO,071  -  CERRITO,1157,-34.5887,-58.4262,-34.6026,-58.3838,4.177461988227409
447,215  -  HOSPITAL ALVAREZ,278  -  DONATO ALVAREZ,1144,-34.6231,-58.4684,-34.6021,-58.4655,2.3501265309592845
448,194  -  PERON Y ACUNA DE FIGUEROA,100  -  PLAZA GURRUCHAGA,633,-34.606,-58.4227,-34.5931,-58.4351,1.8291202135966784
449,158  -  VILLARROEL,243  -  PLAZOLETA CELEDONIO FLORES,404,-34.5925,-58.4452,-34.5817,-58.4516,1.336196684594494
450,178  -  JOSE MARMOL,178  -  JOSE MARMOL,2494,-34.6234,-58.4249,-34.6234,-58.4249,0.0
